Chip Run Filename,D:\RT-PCR\Blood\ChipRun.bml,,,,,,,,,,,,,,,,,,,
Application Version,1.4.2,,,,,,,,,,,,,,,,,,,
Application Build,20070522.1,,,,,,,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,,,,,,,
Baseline Correction Method,Linear,,,,,,,,,,,,,,,,,,,
Ct Threshold Method,Auto (Detectors),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Quality,Call
S02-A11,434_1,Reference,1,,G1P2/ISG15,Test,B-actin,18.83416266,0.66,Pass,0.01597179,999,0,Fail,7.518867252,0.66,Pass,999,0,Fail
S02-A12,434_1,Reference,1,,IFI44,Test,B-actin,18.5962068,0.89,Pass,0.057802747,999,0,Fail,7.280911397,0.775,Pass,999,0,Fail
S02-A13,434_1,Reference,1,,PRKR,Test,B-actin,17.24126551,0.89,Pass,0.042447337,999,0,Fail,5.925970101,0.775,Pass,999,0,Fail
S02-A14,434_1,Reference,1,,INFB1,Test,B-actin,25.33641007,0.92,Pass,0.045050435,999,0,Fail,14.02111466,0.775,Pass,999,0,Fail
S02-A15,434_1,Reference,1,,CCL-24,Test,B-actin,16.30894476,0.93,Pass,0.04242992,999,0,Fail,4.993649354,0.775,Pass,999,0,Fail
S02-A16,434_1,Reference,1,,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A17,434_1,Reference,1,,PBEF,Test,B-actin,13.37245004,0.96,Pass,0.065920425,999,0,Fail,2.057154636,0.775,Pass,999,0,Fail
S02-A18,434_1,Reference,1,,DDX58/RIG-1,Test,B-actin,17.36430539,0.91,Pass,0.082450283,999,0,Fail,6.049009986,0.775,Pass,999,0,Fail
S02-A19,434_1,Reference,1,,OAS3,Test,B-actin,19.91733902,0.95,Pass,0.059583791,999,0,Fail,8.602043615,0.775,Pass,999,0,Fail
S02-A20,434_1,Reference,1,,LY6E,Test,B-actin,16.82180212,0.79,Pass,0.033133264,999,0,Fail,5.506506712,0.775,Pass,999,0,Fail
S02-A21,434_1,Reference,1,,APOBEC3B,Test,B-actin,21.87918877,0.96,Pass,0.049384689,999,0,Fail,10.56389337,0.775,Pass,999,0,Fail
S02-A22,434_1,Reference,1,,IL1A,Test,B-actin,17.69027438,0.66,Pass,0.019695109,999,0,Fail,6.374978974,0.66,Pass,999,0,Fail
S02-A23,434_1,Reference,1,,IL1B,Test,B-actin,12.26083467,0.98,Pass,0.092491138,999,0,Fail,0.945539267,0.775,Pass,999,0,Fail
S02-A24,434_1,Reference,1,,IRF5,Test,B-actin,18.28647337,0.94,Pass,0.068747972,999,0,Fail,6.971177969,0.775,Pass,999,0,Fail
S02-A25,434_1,Reference,1,,NK4(IL-32),Test,B-actin,13.29833296,0.79,Pass,0.035987112,999,0,Fail,1.983037551,0.775,Pass,999,0,Fail
S02-A26,434_1,Reference,1,,CCL20,Test,B-actin,18.33029549,0.84,Pass,0.066028727,999,0,Fail,7.015000081,0.775,Pass,999,0,Fail
S02-A27,434_1,Reference,1,,CCL22,Test,B-actin,15.69781422,0.97,Pass,0.062759131,999,0,Fail,4.382518814,0.775,Pass,999,0,Fail
S02-A28,434_1,Reference,1,,CCL2,Test,B-actin,14.83591361,0.87,Pass,0.041469833,999,0,Fail,3.52061821,0.775,Pass,999,0,Fail
S02-A29,434_1,Reference,1,,LPL,Test,B-actin,20.318847,0.87,Pass,0.081767941,999,0,Fail,9.003551595,0.775,Pass,999,0,Fail
S02-A30,434_1,Reference,1,,OPN(SPP1),Test,B-actin,13.95516086,0.95,Pass,0.08927187,999,0,Fail,2.639865457,0.775,Pass,999,0,Fail
S02-A31,434_1,Reference,1,,B-actin,Reference,,11.17797795,0.77,Pass,0.031186689,999,0,Fail,999,0,Fail,999,0,Fail
S02-A32,434_1,Reference,1,,GAPDH,Test,B-actin,10.91072654,0.78,Pass,0.078078015,999,0,Fail,-0.404568863,0.775,Pass,999,0,Fail
S02-A33,434_1,Reference,1,,18S,Test,B-actin,21.93420687,0.92,Pass,0.052145133,999,0,Fail,10.61891146,0.775,Pass,999,0,Fail
S02-A34,434_1,Reference,1,,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A35,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A36,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A37,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A38,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A39,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A40,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A41,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A42,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A43,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A44,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A45,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A46,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A47,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S02-A48,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A01,,NTC,1,,MX1,Test,B-actin,28.55853312,0.92,Pass,0.053812245,999,0,Fail,-0.796289634,0.826666667,Pass,999,0,Fail
S46-A02,,NTC,1,,IRF7,Test,B-actin,28.46707062,0.87,Pass,0.036827459,999,0,Fail,-0.887752133,0.826666667,Pass,999,0,Fail
S46-A03,,NTC,1,,G1P3,Test,B-actin,32.389334,0.74,Pass,0.019982874,999,0,Fail,3.034511247,0.74,Pass,999,0,Fail
S46-A04,,NTC,1,,OASL,Test,B-actin,999,0,Fail,0.065237931,999,0,Fail,999,0,Fail,999,0,Fail
S46-A05,,NTC,1,,IFIT4,Test,B-actin,34.62619312,0.75,Pass,0.019915253,999,0,Fail,5.271370366,0.75,Pass,999,0,Fail
S46-A06,,NTC,1,,INFA5,Test,B-actin,999,0,Fail,0.072222612,999,0,Fail,999,0,Fail,999,0,Fail
S46-A07,,NTC,1,,TNF ALPHA,Test,B-actin,999,0,Fail,0.035619194,999,0,Fail,999,0,Fail,999,0,Fail
S46-A08,,NTC,1,,PI3,Test,B-actin,999,0,Fail,0.033657989,999,0,Fail,999,0,Fail,999,0,Fail
S46-A09,,NTC,1,,IL-10,Test,B-actin,999,0,Fail,0.052633033,999,0,Fail,999,0,Fail,999,0,Fail
S46-A10,,NTC,1,,IFIT1,Test,B-actin,31.73057402,0.86,Pass,0.061441596,999,0,Fail,2.375751264,0.826666667,Pass,999,0,Fail
S46-A11,,NTC,1,,G1P2/ISG15,Test,B-actin,999,0,Fail,0.01597179,999,0,Fail,999,0,Fail,999,0,Fail
S46-A12,,NTC,1,,IFI44,Test,B-actin,999,0,Fail,0.057802747,999,0,Fail,999,0,Fail,999,0,Fail
S46-A13,,NTC,1,,PRKR,Test,B-actin,30.84347938,0.89,Pass,0.042447337,999,0,Fail,1.48865663,0.826666667,Pass,999,0,Fail
S46-A14,,NTC,1,,INFB1,Test,B-actin,999,0,Fail,0.045050435,999,0,Fail,999,0,Fail,999,0,Fail
S46-A15,,NTC,1,,CCL-24,Test,B-actin,999,0,Fail,0.04242992,999,0,Fail,999,0,Fail,999,0,Fail
S46-A16,,NTC,1,,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A17,,NTC,1,,PBEF,Test,B-actin,29.68274832,0.96,Pass,0.065920425,999,0,Fail,0.327925566,0.826666667,Pass,999,0,Fail
S46-A18,,NTC,1,,DDX58/RIG-1,Test,B-actin,999,0,Fail,0.082450283,999,0,Fail,999,0,Fail,999,0,Fail
S46-A19,,NTC,1,,OAS3,Test,B-actin,999,0,Fail,0.059583791,999,0,Fail,999,0,Fail,999,0,Fail
S46-A20,,NTC,1,,LY6E,Test,B-actin,999,0,Fail,0.033133264,999,0,Fail,999,0,Fail,999,0,Fail
S46-A21,,NTC,1,,APOBEC3B,Test,B-actin,999,0,Fail,0.049384689,999,0,Fail,999,0,Fail,999,0,Fail
S46-A22,,NTC,1,,IL1A,Test,B-actin,999,0,Fail,0.019695109,999,0,Fail,999,0,Fail,999,0,Fail
S46-A23,,NTC,1,,IL1B,Test,B-actin,27.3097857,0.98,Pass,0.092491138,999,0,Fail,-2.045037048,0.826666667,Pass,999,0,Fail
S46-A24,,NTC,1,,IRF5,Test,B-actin,999,0,Fail,0.068747972,999,0,Fail,999,0,Fail,999,0,Fail
S46-A25,,NTC,1,,NK4(IL-32),Test,B-actin,999,0,Fail,0.035987112,999,0,Fail,999,0,Fail,999,0,Fail
S46-A26,,NTC,1,,CCL20,Test,B-actin,999,0,Fail,0.066028727,999,0,Fail,999,0,Fail,999,0,Fail
S46-A27,,NTC,1,,CCL22,Test,B-actin,999,0,Fail,0.062759131,999,0,Fail,999,0,Fail,999,0,Fail
S46-A28,,NTC,1,,CCL2,Test,B-actin,999,0,Fail,0.041469833,999,0,Fail,999,0,Fail,999,0,Fail
S46-A29,,NTC,1,,LPL,Test,B-actin,999,0,Fail,0.081767941,999,0,Fail,999,0,Fail,999,0,Fail
S46-A30,,NTC,1,,OPN(SPP1),Test,B-actin,27.60012896,0.96,Pass,0.08927187,999,0,Fail,-1.754693792,0.826666667,Pass,999,0,Fail
S46-A31,,NTC,1,,B-actin,Reference,,30.13362329,0.87,Pass,0.031186689,999,0,Fail,999,0,Fail,999,0,Fail
S46-A32,,NTC,1,,GAPDH,Test,B-actin,26.81742543,0.92,Pass,0.078078015,999,0,Fail,-2.537397318,0.826666667,Pass,999,0,Fail
S46-A33,,NTC,1,,18S,Test,B-actin,999,0,Fail,0.052145133,999,0,Fail,999,0,Fail,999,0,Fail
S46-A34,,NTC,1,,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A35,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A36,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A37,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A38,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A39,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A40,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A41,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A42,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A43,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A44,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A45,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A46,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A47,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S46-A48,,NTC,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A01,434_1,Reference,1,,MX1,Test,B-actin,15.39304699,0.88,Pass,0.053812245,999,0,Fail,4.077751585,0.775,Pass,999,0,Fail
S01-A02,434_1,Reference,1,,IRF7,Test,B-actin,15.48048211,0.86,Pass,0.036827459,999,0,Fail,4.165186705,0.775,Pass,999,0,Fail
S01-A03,434_1,Reference,1,,G1P3,Test,B-actin,16.23781099,0.77,Pass,0.019982874,999,0,Fail,4.922515587,0.77,Pass,999,0,Fail
S01-A04,434_1,Reference,1,,OASL,Test,B-actin,14.95839237,0.96,Pass,0.065237931,999,0,Fail,3.643096964,0.775,Pass,999,0,Fail
S01-A05,434_1,Reference,1,,IFIT4,Test,B-actin,20.2291896,0.66,Pass,0.019915253,999,0,Fail,8.913894197,0.66,Pass,999,0,Fail
S01-A06,434_1,Reference,1,,INFA5,Test,B-actin,28.14985066,0.96,Pass,0.072222612,999,0,Fail,16.83455526,0.775,Pass,999,0,Fail
S01-A07,434_1,Reference,1,,TNF ALPHA,Test,B-actin,17.25284056,0.78,Pass,0.035619194,999,0,Fail,5.937545153,0.775,Pass,999,0,Fail
S01-A08,434_1,Reference,1,,PI3,Test,B-actin,15.46223541,0.76,Pass,0.033657989,999,0,Fail,4.146940007,0.76,Pass,999,0,Fail
S01-A09,434_1,Reference,1,,IL-10,Test,B-actin,19.22908528,0.91,Pass,0.052633033,999,0,Fail,7.913789873,0.775,Pass,999,0,Fail
S01-A10,434_1,Reference,1,,IFIT1,Test,B-actin,18.36941138,0.95,Pass,0.061441596,999,0,Fail,7.05411598,0.775,Pass,999,0,Fail
S01-A11,434_1,Reference,1,,G1P2/ISG15,Test,B-actin,18.67399757,0.69,Pass,0.01597179,999,0,Fail,7.358702163,0.69,Pass,999,0,Fail
S01-A12,434_1,Reference,1,,IFI44,Test,B-actin,18.87820587,0.93,Pass,0.057802747,999,0,Fail,7.562910468,0.775,Pass,999,0,Fail
S01-A13,434_1,Reference,1,,PRKR,Test,B-actin,17.28089382,0.92,Pass,0.042447337,999,0,Fail,5.965598419,0.775,Pass,999,0,Fail
S01-A14,434_1,Reference,1,,INFB1,Test,B-actin,25.62652345,0.86,Pass,0.045050435,999,0,Fail,14.31122804,0.775,Pass,999,0,Fail
S01-A15,434_1,Reference,1,,CCL-24,Test,B-actin,16.23734949,0.89,Pass,0.04242992,999,0,Fail,4.92205409,0.775,Pass,999,0,Fail
S01-A16,434_1,Reference,1,,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A17,434_1,Reference,1,,PBEF,Test,B-actin,13.31458511,0.97,Pass,0.065920425,999,0,Fail,1.999289702,0.775,Pass,999,0,Fail
S01-A18,434_1,Reference,1,,DDX58/RIG-1,Test,B-actin,17.35926069,0.95,Pass,0.082450283,999,0,Fail,6.04396529,0.775,Pass,999,0,Fail
S01-A19,434_1,Reference,1,,OAS3,Test,B-actin,20.18922884,0.95,Pass,0.059583791,999,0,Fail,8.873933432,0.775,Pass,999,0,Fail
S01-A20,434_1,Reference,1,,LY6E,Test,B-actin,16.87409034,0.82,Pass,0.033133264,999,0,Fail,5.55879494,0.775,Pass,999,0,Fail
S01-A21,434_1,Reference,1,,APOBEC3B,Test,B-actin,22.36134976,0.92,Pass,0.049384689,999,0,Fail,11.04605435,0.775,Pass,999,0,Fail
S01-A22,434_1,Reference,1,,IL1A,Test,B-actin,18.1234001,0.78,Pass,0.019695109,999,0,Fail,6.808104697,0.775,Pass,999,0,Fail
S01-A23,434_1,Reference,1,,IL1B,Test,B-actin,12.23811571,0.99,Pass,0.092491138,999,0,Fail,0.922820301,0.775,Pass,999,0,Fail
S01-A24,434_1,Reference,1,,IRF5,Test,B-actin,18.3591262,0.91,Pass,0.068747972,999,0,Fail,7.043830794,0.775,Pass,999,0,Fail
S01-A25,434_1,Reference,1,,NK4(IL-32),Test,B-actin,13.38392526,0.84,Pass,0.035987112,999,0,Fail,2.068629857,0.775,Pass,999,0,Fail
S01-A26,434_1,Reference,1,,CCL20,Test,B-actin,18.36069315,0.86,Pass,0.066028727,999,0,Fail,7.045397742,0.775,Pass,999,0,Fail
S01-A27,434_1,Reference,1,,CCL22,Test,B-actin,15.76569301,0.96,Pass,0.062759131,999,0,Fail,4.450397604,0.775,Pass,999,0,Fail
S01-A28,434_1,Reference,1,,CCL2,Test,B-actin,14.85590372,0.82,Pass,0.041469833,999,0,Fail,3.540608314,0.775,Pass,999,0,Fail
S01-A29,434_1,Reference,1,,LPL,Test,B-actin,20.42378417,0.89,Pass,0.081767941,999,0,Fail,9.108488763,0.775,Pass,999,0,Fail
S01-A30,434_1,Reference,1,,OPN(SPP1),Test,B-actin,13.9171068,0.94,Pass,0.08927187,999,0,Fail,2.601811396,0.775,Pass,999,0,Fail
S01-A31,434_1,Reference,1,,B-actin,Reference,,11.50276248,0.63,Fail,0.031186689,999,0,Fail,999,0,Fail,999,0,Fail
S01-A32,434_1,Reference,1,,GAPDH,Test,B-actin,10.89002821,0.78,Pass,0.078078015,999,0,Fail,-0.425267194,0.775,Pass,999,0,Fail
S01-A33,434_1,Reference,1,,18S,Test,B-actin,22.18150359,0.9,Pass,0.052145133,999,0,Fail,10.86620819,0.775,Pass,999,0,Fail
S01-A34,434_1,Reference,1,,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A35,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A36,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A37,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A38,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A39,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A40,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A41,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A42,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A43,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A44,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A45,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A46,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A47,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S01-A48,434_1,Reference,1,,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A01,434_15,Unknown,1,434_1,MX1,Test,B-actin,15.57568095,0.97,Pass,0.053812245,0.243255491,0.893333333,Pass,4.700905789,0.775,Pass,0.683775738,0.775,Pass
S45-A02,434_15,Unknown,1,434_1,IRF7,Test,B-actin,15.47778352,0.88,Pass,0.036827459,0.088641835,0.856666667,Pass,4.603008361,0.775,Pass,0.529162083,0.775,Pass
S45-A03,434_15,Unknown,1,434_1,G1P3,Test,B-actin,17.29131898,0.82,Pass,0.019982874,1.046826795,0.773333333,Pass,6.416543827,0.775,Pass,1.487347043,0.771666667,Pass
S45-A04,434_15,Unknown,1,434_1,OASL,Test,B-actin,14.08417573,0.88,Pass,0.065237931,-0.84504894,0.88,Pass,3.209400568,0.775,Pass,-0.404528692,0.775,Pass
S45-A05,434_15,Unknown,1,434_1,IFIT4,Test,B-actin,13.84351649,0.31,Fail,0.019915253,-6.09366642,0.31,Fail,2.96874133,0.31,Fail,-5.653146172,0.31,Fail
S45-A06,434_15,Unknown,1,434_1,INFA5,Test,B-actin,18.01299713,0.6,Fail,0.072222612,-9.741613535,0.6,Fail,7.138221973,0.6,Fail,-9.301093287,0.6,Fail
S45-A07,434_15,Unknown,1,434_1,TNF ALPHA,Test,B-actin,3.918169176,0.36,Fail,0.035619194,-13.01419435,0.36,Fail,-6.956605981,0.36,Fail,-12.5736741,0.36,Fail
S45-A08,434_15,Unknown,1,434_1,PI3,Test,B-actin,7.294402558,0.2,Fail,0.033657989,-8.150701758,0.2,Fail,-3.580372599,0.2,Fail,-7.71018151,0.2,Fail
S45-A09,434_15,Unknown,1,434_1,IL-10,Test,B-actin,12.2915749,0.29,Fail,0.052633033,-6.842493409,0.29,Fail,1.416799739,0.29,Fail,-6.401973161,0.29,Fail
S45-A10,434_15,Unknown,1,434_1,IFIT1,Test,B-actin,8.814165218,0.45,Fail,0.061441596,-9.480120852,0.45,Fail,-2.060609938,0.45,Fail,-9.039600604,0.45,Fail
S45-A11,434_15,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,2.778848201,0.62,Fail,0.01597179,-15.97523191,0.62,Fail,-8.095926956,0.62,Fail,-15.53471166,0.62,Fail
S45-A12,434_15,Unknown,1,434_1,IFI44,Test,B-actin,20.70619237,0.25,Fail,0.057802747,1.993375398,0.25,Fail,9.831417212,0.25,Fail,2.433895646,0.25,Fail
S45-A13,434_15,Unknown,1,434_1,PRKR,Test,B-actin,999,0,Fail,0.042447337,999,0,Fail,999,0,Fail,999,0,Fail
S45-A14,434_15,Unknown,1,434_1,INFB1,Test,B-actin,999,0,Fail,0.045050435,999,0,Fail,999,0,Fail,999,0,Fail
S45-A15,434_15,Unknown,1,434_1,CCL-24,Test,B-actin,999,0,Fail,0.04242992,999,0,Fail,999,0,Fail,999,0,Fail
S45-A16,434_15,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A17,434_15,Unknown,1,434_1,PBEF,Test,B-actin,9.795096731,0.32,Fail,0.065920425,-3.598304278,0.32,Fail,-1.079678425,0.32,Fail,-3.15778403,0.32,Fail
S45-A18,434_15,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,10.98047629,0.17,Fail,0.082450283,-6.330887269,0.17,Fail,0.105701134,0.17,Fail,-5.890367021,0.17,Fail
S45-A19,434_15,Unknown,1,434_1,OAS3,Test,B-actin,999,0,Fail,0.059583791,999,0,Fail,999,0,Fail,999,0,Fail
S45-A20,434_15,Unknown,1,434_1,LY6E,Test,B-actin,6.04518522,0.46,Fail,0.033133264,-10.7390897,0.46,Fail,-4.829589937,0.46,Fail,-10.29856945,0.46,Fail
S45-A21,434_15,Unknown,1,434_1,APOBEC3B,Test,B-actin,15.51737997,0.7,Pass,0.049384689,-6.594816253,0.7,Pass,4.642604812,0.7,Pass,-6.154296005,0.7,Pass
S45-A22,434_15,Unknown,1,434_1,IL1A,Test,B-actin,13.59840446,0.31,Fail,0.019695109,-4.043719172,0.31,Fail,2.723629304,0.31,Fail,-3.603198924,0.31,Fail
S45-A23,434_15,Unknown,1,434_1,IL1B,Test,B-actin,8.02012543,0.46,Fail,0.092491138,-4.241916209,0.46,Fail,-2.854649727,0.46,Fail,-3.801395961,0.46,Fail
S45-A24,434_15,Unknown,1,434_1,IRF5,Test,B-actin,9.004380746,0.41,Fail,0.068747972,-9.211556471,0.41,Fail,-1.87039441,0.41,Fail,-8.771036223,0.41,Fail
S45-A25,434_15,Unknown,1,434_1,NK4(IL-32),Test,B-actin,999,0,Fail,0.035987112,999,0,Fail,999,0,Fail,999,0,Fail
S45-A26,434_15,Unknown,1,434_1,CCL20,Test,B-actin,20.15686958,0.5,Fail,0.066028727,1.8415399,0.5,Fail,9.282094422,0.5,Fail,2.282060148,0.5,Fail
S45-A27,434_15,Unknown,1,434_1,CCL22,Test,B-actin,15.58475606,0.36,Fail,0.062759131,-0.178235405,0.36,Fail,4.709980906,0.36,Fail,0.262284843,0.36,Fail
S45-A28,434_15,Unknown,1,434_1,CCL2,Test,B-actin,4.954631584,0.41,Fail,0.041469833,-9.87543587,0.41,Fail,-5.920143573,0.41,Fail,-9.434915623,0.41,Fail
S45-A29,434_15,Unknown,1,434_1,LPL,Test,B-actin,16.92555569,0.15,Fail,0.081767941,-3.469166262,0.15,Fail,6.050780537,0.15,Fail,-3.028646014,0.15,Fail
S45-A30,434_15,Unknown,1,434_1,OPN(SPP1),Test,B-actin,999,0,Fail,0.08927187,999,0,Fail,999,0,Fail,999,0,Fail
S45-A31,434_15,Unknown,1,434_1,B-actin,Reference,,4.950456462,0.43,Fail,0.031186689,-6.364838943,0.43,Fail,999,0,Fail,999,0,Fail
S45-A32,434_15,Unknown,1,434_1,GAPDH,Test,B-actin,999,0,Fail,0.078078015,999,0,Fail,999,0,Fail,999,0,Fail
S45-A33,434_15,Unknown,1,434_1,18S,Test,B-actin,999,0,Fail,0.052145133,999,0,Fail,999,0,Fail,999,0,Fail
S45-A34,434_15,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A35,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A36,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A37,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A38,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A39,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A40,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A41,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A42,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A43,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A44,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A45,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A46,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A47,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S45-A48,434_15,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
